//Sentences
"Faced with failure, following the Balkan conflict, it has had a change of heart.", "Inför misslyckandet och efter kriget på Balkan har unionen nu bytt inriktning."
"Also, in legal terms, we are faced with a reality in which legal documents differ.", "Också rättsligt sett har vi en situation där rättsliga dokument skiljer sig åt."
"Faced with these disasters, we have to join together and let solidarity prevail.", "När vi står inför dessa katastrofer måste vi gå samman och låta solidariteten råda."
"Consequently, we are faced with a limitation because we are a public institution.", "Följaktligen står vi inför en begränsning eftersom vi är en offentlig institution."
"We are therefore trying to be ambitious faced with this issue of air quality.", "Vi försöker därför vara ambitiösa när vi ska lösa denna fråga om luftkvaliteten."
"As a result it has faced enormous internal pressure and threatened instability.", "Därför har landet utsatts för ett enormt inre tryck och hotande instabilitet."
"This is proof that, when faced by a tragedy, no Member State will be left alone.", "Detta visar att en medlemsstat som står inför en tragedi inte måste klara sig själv."
"Is this a case of being two-faced, saying one thing here and nothing back home?", "Är detta ett exempel på hyckleri, att säga en sak här och något annat på hemmaplan?"
"Victims of Chernobyl have faced considerable difficulty in getting recognition.", "Tjernobyls offer har mött stora svårigheter när det gäller att få erkännande."
"Partners are too often faced with the nightmare of paperwork, too much bureaucracy.", "Partners ställs ofta inför en mardröm av pappersarbete, alltför mycket byråkrati."
"Mr President, Commissioner, we are faced with an unprecedented human catastrophe.", "Herr talman, herr kommissionär! Vi står inför en mänsklig katastrof utan motstycke."
"Mr President, in today's debate I believe we are faced with a double frustration.", "Herr talman! Vi måste konstatera att det finns en dubbel besvikelse i dagens debatt."
"We are faced with a problem that is typical of the globalised world in which we live.", "Vi står inför ett problem som är typiskt för den globaliserade värld vi lever i."
"We are faced with quite different challenges than was the case 10 or 15 years ago.", "Dagens utmaningar skiljer sig i hög grad från utmaningarna för 10 eller 15 år sedan."
"Faced with these events, our Parliament cannot remain deaf, dumb and blind.", "Inför dessa händelser kan inte vi i parlamentet förbli döva, stumma och blinda."
"You are therefore faced with two sets of amendments which are entirely incompatible.", "Ni står därför inför två uppsättningar ändringsförslag som är helt oförenliga."
"We are first of all faced with the European Union' s financial limitations.", "Vi har i första hand att göra med Europeiska unionens ekonomiska begränsningar."
"The plan could have faced the need to integrate immigrants and refugees also.", "Planen kunde också ha tagit med behovet av att integrera invandrare och flyktingar."
"What we are faced with is a lack of what one might call ‘ realistic ambition’.", "Problemet är en brist på vad man skulle kunna kalla ” realistisk ambition ”."
"From the point of view of Community law, perhaps we will be faced with difficulties.", "Ur gemenskapsrättslig synvinkel kommer vi kanske att stöta på någon svårighet."
"Women must have access to support services, facilities and structures.", "Kvinnor måste få tillgång till stödtjänster samt inrättningar och strukturer inom omsorgen."
"Waste management All separated waste materials are handled by Facilities Support.", "Allt källsorterat avfall omhändertas av oss på Husservice."
"Units of this sort, which can also form part of existing facilities, are worthy of support.", "Sådana tjänster, som också kan utgöra en del av redan befintliga institutioner, bör stödjas."
"Logistics may assist you with mail, receiving goods, transportation, car rental and facilities support.", "Post och Husservice hjälper dig med post, godsmottagning, transporter, biluthyrning och Husservice."
"Facilities Support can assist with the following tasks:", "Följande uppgifter kan HusService stå till tjänst med:"
"Facilities Support also undertakes external assignments.", "HusService åtar sig även externa uppdrag."
"It is critical to ensure support facilities should anything go wrong whilst the young person is miles away from home.", "Det är nödvändigt att se till att det finns möjligheter till stöd om något skulle gå fel när ungdomen är flera mil hemifrån."
"A number of previous votes and my report on CCS demonstration facilities have made my support on these points abundantly clear.", "Att jag stöder dessa saker har tydligt framgått i samband med flera tidigare omröstningar och i mitt betänkande om demonstrationsanläggningar för CCS-teknik."
"Light bulbs and fluorescent tubes If the lighting becomes shadowy - contact Facilities Support.", "Blir det skumt i lokalen - kontakta Husservice. Vi byter lampor och lysrör. Vi har egna stegar och liftar."
"In order to offer an attractive, environmentally friendly workplace for students and staff, we provide facilities support services to LiU departments and units.", "För att erbjuda en attraktiv, miljövänlig arbetsplats för studenter och anställda tillhandahåller vi husservicetjänster till LiU:s institutioner och enheter."
"Therefore, temporary measures by the EU, like additional lending facilities to support SMEs and energy and infrastructure projects are clearly needed.", "Utan tvekan behöver EU därför vidta tillfälliga åtgärder och exempelvis stödja små och medelstora företag med extra kreditmöjligheter, eller genomföra energi- eller infrastrukturprojekt."
"Factory Manager", "fabrikschef"
"It is possible to take faculty-wide courses within other graduate programmes.", "Det finns möjlighet att delta i kurser inom andra forskarutbildningar inom området."
"Faculty examiner was Dr. Thanasis D. Papathanassiou, University of Thessaly, Greece.", "Opponent var Dr. Thanasis D. Papathanassiou, University of Thessaly, Greece."
"Additional requirements faculty examiner section 13.3 (Vice-chancellor ref no1510-12)", "tillägg kompetenskrav opponent vid disputation avsnitt 13.3 (Re dnr 1510-12)"
"The faculty also appoints the opponent and the chairman for the public defence.", "Området utser också fakultetsopponent och ordförande vid disputationen."
"For further information contact the exchange student office at your respective faculty.", "För närmare information kontakta utbytesansvariga på respektive fakultet."
"Faculty Examiner Professor Anders Lundquist Department of Statistics Umeå University", "Faculty Examiner Professor Anders Lundquist Department of Statistics"
"In the spring of 2013, a zebra fish facility will open at the Faculty of Health Sciences.", "Våren 2013 öppnas en anläggning för zebrafisk vid Hälsouniversitetet."
"For students at the Faculty of Health Sciences", "Läs mer om examina för studenter vid Hälsouniversitetet"
"There is good matching between many of LTU’s Department and the corresponding Monash Faculty.", "There is good matching between many of LTU’s Department and the corresponding Monash Faculty."
"From 2002 through 2008, I was Dean of the Faculty of Educational Sciences at Linköping University.", "Åren 2002 – 2008 var jag dekanus för området Utbildningsvetenskap vid Linköpings universitet."
"Our e-resources are available for students and faculty at LTU.", "Våra e-resurser är tillgängliga för studenter och forskare på LTU."
"General curricula - The Board of the Faculty of Humanities and Social Sciences", "Allmänna studieplaner - Filosofisk fakultetsnämnd"
"Masters’ student at the faculty of Arts and Sciences, please send your application to the Admissions Office.", "Mastersstudenter vid Filosofiska fakulteten ansöker via Antagningsenheten."
"LiU, as we often call it, is a multi-faculty university where research and education are equally important.", "LiU, som vi ofta kallar oss, är ett av de större universiteten i Sverige."
"At the banquet you will be seated with your guests and colleagues from the same department or faculty.", "Vid middagen placeras du med dina gäster och kolleger från samma institution eller fakultet."
"The launch of an Economics Research Program took place in 1992, and so antedates the new Faculty.", "The launch of an Economics Research Program took place in 1992, and so antedates the new Faculty."
"SAINT grants can be complemented with Faculty grants.", "Beviljat bidrag kan i förekommande fall kompletteras med fakultetsmedel."
"If it merely involves spelling out a faculty for individual vessels, there is no need to regulate.", "Om det bara handlar om ett tillstånd för enskilda fartyg finns det inget behov av att reglera detta."
"Associate Professor Jacinta Ruru, Faculty of Law, University of Otago Otepoti, Dunedin, New Zeeland.", "Associate Professor Jacinta Ruru, Faculty of Law, University of Otago Otepoti, Dunedin, New Zeeland."
"There’s a ring for each faculty: Health Sciences, Arts and Sciences and the Institute of Technology.", "Ringarna för de olika fakulteterna: Hälsouniversitetet, Filosofiska fakulteten och Tekniska högskolan."
"General curricula - The Board of the Faculty of Science and Technology", "Allmänna studieplaner - Teknisk fakultetsnämnd"
"The board of the Faculty of Science and Engineering has confirmed a case of misconduct in research.", "För tio år sedan påbörjades ett Sida-stött samarbete mellan LiU och National University of Rwanda kring forskarutbildning i pedagogik."
"On 9 December 2010 was Pär Jonsén appointed Associate Professor in Solid Mechanics by the Faculty of Science and Technology at Luleå University of Technology.", "Den 9 december 2010 blev Pär Jonsén utsedd till Docent i Hållfasthetslära av tekniska fakultetsnämnden vid Luleå universitet."
"Expert in steel structures and bridge construction, that it's Tore Lundmark who has been appointed an honorary doctorate by the Faculty of Science and Technology at Luleå University of Technology.", "Expert på stålkonstruktioner och brobyggen, det är Tore Lundmark som har utsetts till ny hedersdoktor av Tekniska fakulteten vid Luleå tekniska universitet."
"Ruter Dam in 2011 and CEO of SKF Sweden AB is the hallmark of Eva Karlsson, who appointed an honorary doctorate by the Faculty of Science and Technology at Luleå University of Technology.", "Årets Ruter Dam 2011 och VD för SKF Sverige AB är kännetecken för Eva Karlsson som utsetts till ny hedersdoktor av Tekniska fakulteten vid Luleå tekniska universitet."
"These Fisheries Ministers came from the USA, Chile, Sri Lanka, Tunisia, the Faeroes, Norway, and so on.", "Dessa ministrar kommer från Förenta staterna, Chile, Norge, Sri Lanka, Tunisien, Färöarna osv."
"This perhaps explains why there is a great abundance of cod being caught around the Faeroes, Iceland and Norway, but none left in the North Sea.", "Detta förklarar kanske varför det fångas massor av torsk utanför Färöarna, Island och Norge, men ingen i Nordsjön."
"It also differs from other agreements in allowing for quota exchanges with Norway, Iceland and the Faeroes for which there is no monetary compensation.", "Det skiljer sig även från övriga avtal genom att det innebär en möjlighet till utbyte av fiskekvoter med Norge, Island och Färöarna, där ingen ekonomisk kompensation erhålls."
"These Fisheries Ministers came from the USA, Chile, Sri Lanka, Tunisia, the Faeroes, Norway, and so on.", "Dessa ministrar kommer från Förenta staterna, Chile, Norge, Sri Lanka, Tunisien, Färöarna osv. Samtliga menar att Johannesburg träffade rätt med sina beslut."
"Failure to do so will give rise to an imbalance and distortion of competition.", "Underlåtenhet att göra så kommer att leda till obalans och snedvriden konkurrens."
"A failure to do so will provoke a serious crisis in our relations with Turkey.", "Om inte, kommer det att leda till en allvarlig kris i våra relationer med Turkiet."
"Failure to do so will make it impossible to achieve the Lisbon objectives.", "Om vi låter bli att göra detta kommer det att bli omöjligt att nå Lissabonmålen."
"Failure to do so will risk complicating matters rather than simplifying them.", "Annars riskerar vi att komplicera situationen ytterligare, snarare än att förenkla den."
"Failure to do so will incur penalties which are in proportion with the breaches observed.", "I motsatt fall kommer sanktionerna att vara i proportion till de fel som upptäcks."
"And, just like in the financial markets, failure to do so ends in crisis.", "Och om man avstår från att göra detta, uppstår en kris, precis som på finansmarknaderna."
"Failure to do so could lead the Commission to bring the case before the Court of Justice.", "Om detta inte sker kan kommissionen föra ärendet vidare till EG-domstolen."
"Failure to do so gives this whole affair a rather sinister undertone.", "Gör man det inte, medför det vissa olyckliga bieffekter som påverkar hela yttrandet."
"A failure to do so would effect our attitude to their eventual accession.", "Ett misslyckande med detta kommer att påverka vår inställning avseende ett eventuellt inträde."
"Failure to do that means that cloning will take place and will take place on an open market.", "Om så inte blir fallet så innebär det att kloning kommer att äga rum på en öppen marknad."
"The fact is that failure to do so may result in the long run in a terrible international catastrophe.", "På lång sikt kan den nämligen leda in oss i en fruktansvärd internationell katastrof."
"His failure to do so should be met with only one response and that is the military option.", "Ett misslyckande från hans sida att göra detta bör ge endast ett gensvar, dvs. militär intervention."
"Failure to do so clearly weakens Parliament's position.", "Om vi inte klarar av det kommer detta helt klart att försvaga parlamentets ställning."
"A failure to do this will undermine confidence in Europe.", "Om vi inte gör det kommer detta att undergräva EU:s förtroende."
"At the same time, failure to do so will enable the Commission to reduce the payments in 2007.", "Om länderna skulle misslyckande med detta har kommissionen möjlighet att minska utbetalningarna under 2007."
"Failure to do so would undermine the goal of extending Europe's zone of democracy and stability.", "Ett misslyckande att göra detta skulle undergräva målet att utvidga EU:s område av demokrati och stabilitet."
"Failure to do so may well make him a bad mayor, but he is not violating human rights.", "Om han misslyckas med det kan han mycket väl vara en dålig borgmästare, men han kränker inte de mänskliga rättigheterna."
"Failure to do so could lead the Commission to bring the case before the Court of Justice.", "Det rapporterades att Ungern har utfärdat ett förbud mot sängburar som kommer att träda i full kraft i början av 2005."
"Failure to do this would lead to the loss of a rich cultural heritage.", "Annars förlorar vi ett rikt kulturarv."
"Failure to do this will render us incapable of cooperating properly with one another on our common goals.", "Om vi inte gör detta kommer vi inte att kunna samarbeta på lämpligt sätt med varandra om våra gemensamma mål."
"Failure to do so will give rise to an imbalance and distortion of competition.", "Underlåtenhet att göra så kommer att leda till obalans och snedvriden konkurrens."
"A failure to do so will provoke a serious crisis in our relations with Turkey.", "Om inte, kommer det att leda till en allvarlig kris i våra relationer med Turkiet."
"Failure to do so will make it impossible to achieve the Lisbon objectives.", "Om vi låter bli att göra detta kommer det att bli omöjligt att nå Lissabonmålen."
"Failure to do so will risk complicating matters rather than simplifying them.", "Annars riskerar vi att komplicera situationen ytterligare, snarare än att förenkla den."
"Failure to do so will incur penalties which are in proportion with the breaches observed.", "I motsatt fall kommer sanktionerna att vara i proportion till de fel som upptäcks."
"And, just like in the financial markets, failure to do so ends in crisis.", "Och om man avstår från att göra detta, uppstår en kris, precis som på finansmarknaderna."
"Failure to do so could lead the Commission to bring the case before the Court of Justice.", "Om detta inte sker kan kommissionen föra ärendet vidare till EG-domstolen."
"Failure to do so gives this whole affair a rather sinister undertone.", "Gör man det inte, medför det vissa olyckliga bieffekter som påverkar hela yttrandet."
"A failure to do so would effect our attitude to their eventual accession.", "Ett misslyckande med detta kommer att påverka vår inställning avseende ett eventuellt inträde."
"The fact is that failure to do so may result in the long run in a terrible international catastrophe.", "På lång sikt kan den nämligen leda in oss i en fruktansvärd internationell katastrof."
"His failure to do so should be met with only one response and that is the military option.", "Ett misslyckande från hans sida att göra detta bör ge endast ett gensvar, dvs. militär intervention."
"Failure to do so clearly weakens Parliament's position.", "Om vi inte klarar av det kommer detta helt klart att försvaga parlamentets ställning."
"At the same time, failure to do so will enable the Commission to reduce the payments in 2007.", "Om länderna skulle misslyckande med detta har kommissionen möjlighet att minska utbetalningarna under 2007."
"Failure to do so would undermine the goal of extending Europe's zone of democracy and stability.", "Ett misslyckande att göra detta skulle undergräva målet att utvidga EU:s område av demokrati och stabilitet."
"Failure to do so may well make him a bad mayor, but he is not violating human rights.", "Om han misslyckas med det kan han mycket väl vara en dålig borgmästare, men han kränker inte de mänskliga rättigheterna."
"Failure to do so could lead the Commission to bring the case before the Court of Justice.", "Det rapporterades att Ungern har utfärdat ett förbud mot sängburar som kommer att träda i full kraft i början av 2005."
"Failure to do so, or to act appropriately, risks negative effects on long-term development.", "Om inte så sker, eller om inte lämpliga åtgärder vidtas, finns det risk för negativa effekter på den långsiktiga utvecklingen."
"Failure to do so has far-reaching consequences.", "Underlåtelse att göra det får långtgående följder."
"Failure to do so will see the brave new world collapse into stagnation and mutual recriminations.", "Om vi misslyckas med detta kommer vår sköna nya värld att störta samman och övergå till stagnation och ömsesidiga beskyllningar."
"Failure to do so will result in the following scenario, which I venture to predict using the example of the Brenner Base Tunnel.", "Vi måste konstatera att de transeuropeiska projekten för järnvägsinfrastrukturen rör sig i snigeltakt."
"Failure to recognise that condemns us all to live in a much less safe world.", "Att inte kunna inse det dömer oss alla att leva i en mer osäker värld."
"Unfortunately, a failure to recognise this reality is evident in the current EU 2020 strategy.", "Tyvärr är det uppenbart att man inte inser detta i den nuvarande EU 2020-strategin."
"So it was not a failure to recognise; I met, indeed, with a gentleman last night.", "Det berodde alltså inte på underlåtenhet från min sida. Jag hade faktiskt ett sammanträffande med en herre i går kväll."
"A failure to recognise this relationship may undermine our efforts for improvements in both areas.", "Om vi inte inser detta samband riskerar våra insatser för förbättringar på båda områdena att undermineras."
"We have lost a great deal of time by the Council's failure to recognise the need to adopt the Elise programme.", "Vi har förlorat mycket tid på grund av oenigheten i rådet, när det gällt att godkänna Elise-programmet."
"We must all combat job insecurity and the failure to recognise rights, especially in times of economic crisis.", "Vi måste alla bekämpa avsaknaden av anställningstrygghet och underlåtelsen att erkänna rättigheter, framför allt i tider av ekonomisk kris."
"It was also noted that there had been a failure to recognise the risks of delegating administrative and technical tasks.", "Det uppmärksammades också att man hade misslyckats med att beakta riskerna med att delegera administrativa och tekniska uppgifter."
"Ambition, obstinacy, failure to recognise minorities and their rights, and failure to accept plurality are the cause of many tensions.", "Ambition, envishet, underlåtenhet att erkänna minoriteter och deras rättigheter samt underlåtenhet att godkänna pluralitet förorsakar många spänningar."
"The failure to recognise this means that tensions will simply increase and will plunge a number of those countries a little further into poverty.", "Eftersom man inte inser detta kommer spänningarna bara att öka och kommer att störta flera av dessa länder ännu lite djupare in i fattigdom."
"We also know that highly gifted children and young people, for example, often wrongly end up receiving psychiatric treatment owing to a failure to recognise them as such.", "Detta är även skälet till min oro över risken för att läkemedelsindustrin ska förstärka denna trend och lansera läkemedel som den enda lösningen."
"We also know that highly gifted children and young people, for example, often wrongly end up receiving psychiatric treatment owing to a failure to recognise them as such.", "Vi vet också att till exempel högt begåvade barn och ungdomar ofta felaktigt ges psykiatrisk behandling på grund av att man inte förstår deras begåvning."
"It appears that the failure to recognise these qualifications does not concern only secondary education, but also applies to higher education.", "Detta trots att det finns avtal mellan Portugal och Luxemburg som slår fast att det trettonde året i Luxemburg (gymnasiet har ett år mer) är likvärdigt med det tolfte året i Portugal."
"I share the Commissioner's view, and above all his concern, that it is apparently the Member States' failure to recognise their responsibility which is causing the project to founder.", "Jag delar kommissionärens åsikt och särskilt hans oro för att det tydligen beror på brister i medlemsstaternas ansvarskänsla att projektet haltar."
"I share the Commissioner's view, and above all his concern, that it is apparently the Member States ' failure to recognise their responsibility which is causing the project to founder.", "Jag delar kommissionärens åsikt och särskilt hans oro för att det tydligen beror på brister i medlemsstaternas ansvarskänsla att projektet haltar."
"Its failure to recognise Cyprus or implement the Ankara protocols, as well as stalling in the ratification of the treaty to re-establish relations with Armenia, is a disappointment.", "Det är en besvikelse att Turkiet inte har erkänt Cypern eller genomfört Ankaraprotokollet och att man drar ut på ratificerandet av fördraget för att återupprätta förbindelserna med Armenien."
"Some of us have established a Fair Chair reform programme.", "Några av oss har utarbetat reformprogrammet Fair Chair."
"Members from all groups and independents have prepared a 'fair chair' programme for our next President.", "Ledamöter från samtliga grupper och de grupplösa har utarbetat ett ”fair chair”-program till vår nästa talman."
"It is a secret vote tomorrow; use your first vote at 10 o'clock to show your support for one seat and a fair chair.", "Utnyttja er första röst kl. 10.00 för att visa ert stöd för ett enda säte och ”fair chair”-programmet."
"We call for a Fair Chair instead of a coronation, and fair representation instead of discrimination against small groups and minorities.", "Vi vill ha ett fair chair-system i stället för en kröning och rättvis representation i stället för diskriminering mot små grupper och minoriteter."
"By the end of the day we will have a better presidency thanks to those who drafted the "fair chair platform" and created the first real electoral battle in our history.", "När det kommer till kritan, kommer vi att få en bättre talman tack vare dem som utarbetade " the fair chair platform" och skapade den första riktiga valkampen i vår historia."
"By the end of the day we will have a better presidency thanks to those who drafted the " fair chair platform " and created the first real electoral battle in our history.", "När det kommer till kritan, kommer vi att få en bättre talman tack vare dem som utarbetade " the fair chair platform " och skapade den första riktiga valkampen i vår historia."
