//Sentences
"The purpose of this report is to strengthen the SME dimension in Community policy.", "Syftet med betänkandet är att stärka småföretagardimensionen i gemenskapspolitiken."
"For the SME world, that means added value that is not to be underestimated.", "För de små och medelstora företagen innebär detta en resurs som inte får underskattas."
"Europe must give industry and the SME sector a specific response in this respect.", "EU måste ge industrin och de små och medelstora företagen ett konkret svar i fråga om detta."
"The key to our thinking is the need to look at the whole life cycle of an SME.", "Nyckeln till vårt resonemang är behovet av att titta på det lilla företagets hela livscykel."
"People might almost think, Mrs Montfort, that you yourself were a committed SME entrepreneur.", "Man kan nästan tro att ni själv, fru Montfort, vore en engagerad småföretagare."
"The SME sector, however, as I said, is the main employer in Europe.", "SMF-sektorn är emellertid, som jag sade, den huvudsakliga arbetsgivaren i Europa."
"The SME dimension must become a much more definite aspect of Community policy than hitherto.", "SMF-dimensionen bör införas i gemenskapspolitiken i större omfattning än tidigare."
"We need to look at the European SME sector from a different angle.", "Vi måste granska de europeiska små och medelstora företagen ur en annan vinkel."
"Is it set against an established, comprehensive SME policy designed by DG XXIII?", "Ställs den mot en fastlagd och allsidig politik av GD XXIII för de små och medelstora företagen?"
"There is no need for a risk-sensitive framework to make SME borrowing more expensive.", "En mer riskkänslig ram behöver inte göra utlåningen till små och medelstora företag dyrare."
"New ways of capital procurement are currently a top priority for the SME sector.", "Nya vägar för kapitalanskaffning åtnjuter högsta prioritet på området små och medelstora företag."
"Secondly, research and development must be made to benefit the SME sector.", "För det andra måste forskning och utveckling vara till nytta för små och medelstora företag."
"Let me finish by saying something about the SME problem-child.", "Låt mig till sist kort säga något om små och medelstora företag, vårt sorgebarn."
"arrange a number of seminars where experts meet Swedish and Finnish SME companies.", "genomföra ett antal seminarier där experter möter små och medelstora svenska och finska företag."
"The Commission intends to present a new framework for SME policy in the second half of this year.", "Den 6 april antog kommissionen sina återstående förslag till den nya budgetplanen."
"Why have the results of the SME study not yet been officially made known?", "Varför är resultaten av studien av de små och medelstora företagen ännu inte officiellt kända?"
"In the United States it is easy for an SME to obtain access to risk capital.", "I Förenta staterna är det enkelt för små och medelstora företag att få tillgång till riskkapital."
"It must also support its production sectors and its SME base.", "Den ska också stödja produktionsbranscher och basen av små och medelstora företag."
"However, SME groups continue to be critical of implementation at national level.", "Men de små och medelstora företagen fortsätter att vara kritiska till genomförandet på nationell nivå."
"Our own SME sector should be actively engaged in this process.", "Vår egen sektor med små och medelstora företag bör aktivt engageras i denna process."
"I would also like to express my appreciation for the attention you gave to SMEs.", "Jag uppskattade också den uppmärksamhet ni ägnade de små och medelstora företagen."
"That means it covers the majority of transfers to the private sector and the SMEs.", "Därmed är merparten av överföringarna till den privata sektorn och till SMF täckt."
"Anti-dumping duties can make supplies more expensive - including for SMEs.", "Antidumpningstullar kan göra varor dyrare - även för små och medelstora företag."
"We have to realise that SMEs could be the only real job machine in the Union.", "Vi måste inse att de små och medelstora företagen kan vara unionens enda jobbmaskin."
"I would also point out, however, that the SMEs must not be forgotten here.", "Jag hänvisar till att även små och medelstora företag inte får tappas ur sikte."
"I stand for a particular emphasis on innovation and support measures for SMEs.", "Jag förespråkar särskilt innovations- och stödåtgärder för små och medelstora företag."
"In my area, the West Midlands, many SMEs are looking for this kind of information.", "I mitt område, West Midlands, söker många små och medelstora denna typ av information."
"I believe that over 1.8 million SMEs benefited from loan guarantees in 2009.", "Över 1,8 miljoner små och medelstora företag drog nytta av lånegarantier under 2009."
"We therefore combine the two, and the initiatives are not aimed solely at SMEs.", "Vi kombinerar därför de två, och initiativen riktas inte enbart mot SMF."
"They have responsibilities to the rest of society and, in particular, to SMEs.", "De har ansvar för övriga samhället och i synnerhet för de små och medelstora företagen."
"From this point of view, I support the programme of start-up facilities for smallSMEs.", "I det avseendet stöder jag programmet inriktat på startstöd till små företag."
"No one is fooled by the fact that the report only makes reference to SMEs.", "Det är rena hånet att betänkandet endast talar om små och medelstora företag."
"Many SMEs have to hire expensive consultants just to process their applications.", "Därför använder sig många små och medelstora företag av dyra konsulter."
"We would ask that special consideration be given to the position of SMEs.", "Särskild uppmärksamhet bör ägnas de små och medelstora företagens ställning."
"The interests of small and medium-sized enterprises (SMEs) have been largely disregarded.", "Man har i stort sett bortsett från de små och medelstora företagens intressen."
"Rejection of application 40 to amend is completely unreasonable for SMEs.", "Att förkasta ändringsförslag 40 är helt oacceptabelt för små och medelstora företag."
"The administrative and bureaucratic burden is also heavier for SMEs.", "De administrativa kraven är också mer betungande för små och medelstora företag."
"Portuguese companies, and in particular SMEs, will be the main beneficiaries.", "Portugisiska företag, särskilt små och stora företag, blir de som drar mest nytta av det."
"The Commission is paying particular attention to legal certainty for SMEs.", "Kommissionen är särskilt uppmärksam på de små och medelstora företagens rättssäkerhet."
"Cutting red tape is an important objective, particularly with regard to SMEs.", "Minskad byråkrati är ett viktigt mål, särskilt när det gäller små och medelstora företag."
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision SMS and friends and parental support can help young people to a healthy lifestyle.", "expand_more SMS och kompis- och föräldrastöd kan hjälpa fler ungdomar till en hälsosam livsstil."
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision SMS and friends and parental support can help young people to a healthy lifestyle.", "expand_more SMS och kompis- och föräldrastöd kan hjälpa fler ungdomar till en hälsosam livsstil."
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision SMS och kompis- och föräldrastöd kan hjälpa fler ungdomar till en hälsosam livsstil.", "expand_more SMS and friends and parental support can help young people to a healthy lifestyle."
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision SMS och kompis- och föräldrastöd kan hjälpa fler ungdomar till en hälsosam livsstil.", "expand_more SMS and friends and parental support can help young people to a healthy lifestyle."
"more_vert open_in_new Link to statmt.org warning Request revision Att minska kostnaden för SMS är särskilt viktigt.", "expand_more However, reducing text message charges is especially important."
"more_vert open_in_new Link to statmt.org warning Request revision You now have AA, A+, A20, A40, and soon all products will have some type of A rating.", "expand_more Idag har vi AA, A+, A20, A40 och snart kommer alla produkter att ha någon typ av A-gradering."
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision English language as a subject at Luleå University of Technology gets top marks in a new Quality Review from Swedish National Agency for Higher Education (HSV).", "toppbetyg i en ny kvalitetsgranskning av Högskoleverket (HSV)."
"SMS and friends and parental support can help young people to a healthy lifestyle.", "SMS och kompis- och föräldrastöd kan hjälpa fler ungdomar till en hälsosam livsstil."
