//Sentences
"There are two power stations in Oakland...... and a test facility in Pasadena.", "Det finns två kärnkraft i Oakland...... och testprogrammet i Pasadena."
"So I interviewed her in Oakland, in a sushi restaurant.", "Så jag intervjuade henne i Oakland på en sushirestaurang."
"Laundry detergent at West Oakland -- East Oakland, sorry.", "Tvättmedel på West Oakland -- förlåt, East Oakland."
"It is Oakland.", "Det är Oakland."
"People are understanding, from Cairo to Oakland, that there are new ways to come together, there are new ways to mobilize, there are new ways to influence.", "Människor förstår från Kairo till Oakland att det finns nya sätta att samlas, det finns nya sätt att mobilisera, det finns nya sätt att influera."
"I hope that America's newly elected president, Barack Obama, will be working on this.", "Jag hoppas att USA:s nyvalde president, Barack Obama, kommer att arbeta med detta."
"Great expectations lie ahead of Mr Obama's first visit and tour of Europe.", "Barack Obamas första besök och rundresa i Europa omges av stora förväntningar."
"Europe's high expectations of President Obama must now be backed by action.", "EU:s höga förväntningar på president Obama måste nu backas upp av konkret handling."
"President Obama or the Senate, which has so far refused to find a solution?", "President Barack Obama eller senaten, som hittills har vägrat att hitta en lösning?"
"President Obama's Global Zero vision in Prague was impressive and we welcomed it.", "President Barack Obamas globala nollvision i Prag var imponerande och vi välkomnar den."
"Finally, President Obama recently met with the Dalai Lama in the White House.", "Slutligen träffade president Barack Obama nyligen Dalai Lama i Vita huset."
"The Obama government was forced to retreat by the scale of the disaster.", "Obamaadministrationen tvingades till reträtt på grund av katastrofens omfattning."
"President Obama also ended the use of 'enhanced' interrogation techniques by the CIA.", "President Obama gjorde också slut på CIA:s användning av ”förstärkta” förhörsmetoder."
"Today, however, it is not enough to welcome President Obama's decision.", "Idag räcker det emellertid inte att bara välkomna president Barack Obamas beslut."
"President Obama actually won the election from a protectionist platform.", "President Obama har faktiskt vunnit valet på en protektionistisk plattform."
"We support President Obama's commitment to multilateral engagement with the European Union.", "Vi stöder president Obamas åtaganden för multilaterala insatser tillsammans med EU."
"The new US President, Barack Obama, has stated that he wants nuclear disarmament.", "Den nye amerikanske presidenten, Barack Obama, har sagt att han vill ha kärnvapennedrustning."
"We can take a leaf from President Obama's book: he had the courage to receive the Dalai Lama.", "Vi kan ta ett blad ur president Obamas bok: han hade modet att ta emot Dalai Lama."
"President Obama's concept of a levy on financial institutions could bear some merit.", "Det finns en del som talar för president Barack Obamas idé om en avgift för finansinstitut."
"President Barack Obama gave an extraordinary speech about Africa in Africa the other day.", "President Barack Obama höll ett utomordentligt anförande i Afrika om Afrika häromdagen."
"Obama made a popular gesture and is now deciding what to do with them.", "Det var en populär gest av Obama som nu beslutar vad som ska ske med dem."
"I'm going to show you Dominique Strauss-Kahn with Obama who's chattering with his fingertips.", "Jag ska visa er Dominique Strauss-Kahn med Obama som pladdrar med sina fingertoppar."
"Barack Obama has rightly seen an opportunity to bring America back onto the world stage.", "Barack Obama har med rätta sett en möjlighet att föra Amerika tillbaka in på världsarenan."
"It is very important that we help President Obama to close Guantánamo.", "Det är mycket viktigt att vi hjälper president Barack Obama att stänga Guantánamolägret."
"It also has to be recognised that President Obama is genuinely breaking with the past.", "Det måste också uppmärksammas att president Barack Obama verkligen bryter med det förflutna."
"We had hoped to put that behind us with the Obama Administration.", "Vi hade hoppats att situationen skulle förbättras med Obama-administrationen."
"We respect the priorities that President Obama and his new Administration have set themselves.", "Vi respekterar de prioriteringar som president Barack Obama och hans nya administration har satt upp."
"The Obama Administration merely declared that it was disappointed with the decision by the Italian court.", "Obama-administrationen har bara uttalat sitt missnöje med den italienska domstolens beslut."
"We particularly expect the new Obama administration to take tangible action in this field.", "Särskilt förväntar vi oss att Barack Obamas nya administration ska vidta konkreta åtgärder på detta område."
"Of course the world is watching, observing us today, but its gaze is also focused on the Obama Administration.", "Världen bevakar oss naturligtvis i dag, men blickarna riktas även mot Obama-administrationen."
"- Mr President, I wish to offer some cautionary words, particularly to the new Obama Administration.", "- (EN) Herr talman! Jag vill komma med några varningens ord, särskilt till den nya Obama-administrationen."
"However, I am deeply concerned by reports that the Obama administration is to retain the practice of rendition.", "Rapporterna om att regeringen Obama kommer att behålla interneringsförfarandet bekymrar mig dock djupt."
"Opportunities to work with the Obama Administration should not be spoilt by a transatlantic war of words.", "Möjligheterna att samarbeta med Obama-administrationen borde inte förstöras genom en transatlantisk ordstrid."
"We will have the first Transatlantic Economic Council with President Obama's administration on 26-27 October.", "Vi har det första transatlantiska ekonomiska rådet med president Obamas administration den 26-27 oktober."
"The Obama/Biden administration has no doubt about the need for, and strongly supports, a vibrant European Union.", "Obama/Bidenadministrationen hyser inga tvivel om att det behövs ett livskraftigt EU, och vi stöder det."
"We are encouraged that the Obama Administration wants to engage with the rest of the region, including Syria.", "Vi ser det som positivt att Obama-administrationen även vill engagera sig i den övriga regionen, inklusive Syrien."
"I have just returned from Washington where I had good discussions with everybody there in the Obama administration.", "Jag har just återvänt från Washington där jag haft givande diskussioner med alla parter i Obama-administrationen."
"As soon as the new Obama administration takes office next week, we will be making contact with our new counterparts in that regard.", "Så snart den nya Obamaadministrationen har tillträtt nästa vecka kommer vi att ta kontakt med våra nya kolleger i frågan."
"I think it is high time that the EU follows the example of the Obama Administration and comes clear on our role in the fight against terrorism.", "Jag tycker att det är hög tid att EU följer exemplet från Barack Obamas regering och klargör vår roll i kampen mot terrorism."
"President Obama and his administration have rightly made this known, and we need to be able to honestly criticise each other like that.", "President Barack Obama och hans administration har med rätta påpekat detta, och vi måste kunna kritisera varandra på detta uppriktiga sätt."
"Also, if you look at the Obama Administration and its recent tariffs on Chinese tyres, we are descending into a spiral of protectionism.", "Om man sedan tittar på Obamaregeringen och dess nya tullavgifter på kinesiska bildäck så ser man att vi befinner oss i en negativ spiral av protektionism."
"US Vice-President Biden's visit also shows that the Obama administration is serious in its efforts to achieve a lasting peace in the region.", "Den amerikanske vicepresidenten Joe Bidens besök visar även att Obama-administrationen menar allvar med sina insatser att nå en varaktig fred i regionen."
"In your opinion, how does the lack of a Security Council decision affect perceptions of the Obama administration's commitment to pursuing this process?", "Hur anser du att bristen på beslut från säkerhetsrådet påverkar uppfattningen om engagemanget hos Obamas regering för att fortsätta denna process?"
"Europe must call on the Obama Administration and on the United States to break off their commercial and military relations with the factious regime, too.", "EU måste också uppmana Barack Obamas regering och Förenta staterna att avbryta sina handelsmässiga och militära förbindelser med den upproriska regimen."
"We very much hope that the new Obama administration will bring a change in American thinking and a rethink regarding the successor to the Kyoto Protocol.", "Vi hoppas verkligen att den nya Obamaadministrationen kommer att medföra ett nytt sätt att tänka i Amerika och att man tänker om när det gäller Kyotoprotokollet."
"Three million children are obese and 22 million overweight.", "Tre miljoner barn är feta och 22 miljoner är överviktiga."
"Obese children have a bad start in life in terms of both their social and physical development.", "Barn som lider av fetma får en dålig start i livet när det gäller både den sociala och den fysiska utvecklingen."
"The fact that over 5 million children are obese and 22 million children are overweight is cause for particular concern.", "Det faktum att över fem miljoner barn är feta och 22 miljoner är överviktiga är särskilt oroväckande."
"In the EU, one in four children is obese as a consequence of incorrect diet combined with a lack of sufficient exercise.", "Ett av fyra barn i EU lider av fetma till följd av en undermålig diet i kombination med otillräcklig motion."
"(RO) We have all heard the statistics concerning obese children and adults, so there would be no point in repeating them.", "(RO) Vi har alla hört de statistiska uppgifterna om feta barn och vuxna, så det finns ingen anledning att upprepa dem."
"According to the statistics, almost 27% of men and 38% of women are considered overweight and more than 5 million children are obese.", "Enligt statistiken är nästan 27 procent av männen och 38 procent av kvinnorna överviktiga, och över fem miljoner barn är feta."
"We are told that we are obese, our children are obese, we are eating the wrong foods and we eat too little fresh fruit and too few vegetables.", "Vi får veta att vi är feta, att våra barn är feta, att vi äter fel mat och att vi äter för lite färsk frukt och för lite grönsaker."
"For example, the increase in the number of obese children in Europe as a result of the culture of sweet, highly coloured fizzy drinks is alarming.", "Som exempel, i Europa är ökningen av antalet mycket feta barn till följd av sodakulturen och flerfärgade söta drycker alarmerande."
"Firstly, now that there are an increasing number of obese children in Europe, we as a society will need to invest more in teaching healthy eating habits.", "För det första måste vi som samhälle nu när det finns allt fler överviktiga barn i Europa investera mer i undervisning i goda kostvanor."
"Obesity amongst children is a growing concern in Europe, and even more so in the UK where almost 25% of the population is obese and 10% of children are overweight.", "Fetma bland barn är ett ökande problem i Europa, och än mer så i Storbritannien, där nästan 25 procent av befolkningen är fet och 10 procent av barnen är överviktiga."
"In the context menu select the Object Properties entry then the Area tab page.", "Välj Objektegenskaper på snabbmenyn, sedan fliken Yta."
"This dialog appears when one data row is selected when you choose Format - Object Properties.", "Den här dialogrutan visas om du väljer menykommandot Format - Objektegenskaper när en dataserie är markerad."
"This dialog appears when there is only one data point selected when you choose Format - Object Properties.", "Den här dialogrutan visas om du väljer menykommandot Format - Objektegenskaper när en enskild datapunkt är markerad."
"Object Properties...", "Objektegenskaper..."
"To open the Properties dialog either use the Format menu or click once on the legend, then open the context menu and select Object Properties.", "När du vill öppna egenskapsdialogen använder du antingen menyn Format eller klickar en gång på förklaringen och sedan öppnar du snabbmenyn och väljer Objektegenskaper."
"In the Gomel Oblast, which is contaminated, there are 2 million people, including 500 00 children.", "Antalet barn som drabbas av sköldkörtelscancer har till exempel ökat femfalt."
"When and why did the Commission exactly enter the PDO ‘vinohradnícka oblast Tokaj’ in the E‑Bacchus?", "Exakt när och varför lade kommissionen in SUB ”vinohradnícka oblast’ Tokaj” i E‑Bacchus?"
"In the Gomel Oblast, which is contaminated, there are 2 million people, including 500 00 children.", "I regionen Gomel, som är kontaminerad, finns det två miljoner människor, varav 50 000 barn."
"Larisa Arap was held for 46 days after she published a critical article in the Murmansk Oblast.", "Larisa Arap frihetsberövades i 46 dagar efter att hon gett ut en kritisk artikel i Murmansk oblast."
"The Kaliningrad Oblast may represent an exception to this rule.", "Kaliningradområdet kan komma att undantas från denna regel."
"This also provides the basis for the practice according to which the name ‘Tokajská vinohradnícka oblast’ is listed as a PGI.", "Detta ligger även till grund för att namnet ”Tokajská vinohradnícka oblast’” tagits upp som SGB."
"Soon, the Kaliningrad oblast, the northern half of former East Prussia, will be a Russian enclave surrounded by EU Member States.", "Snart blir oblasten Kaliningrad, den norra hälften av före detta Östpreussen, en rysk enklav omringad av EU-medlemsstater."
"On the Kaliningrad oblast, this has of course been a priority sector for the Northern Dimension policy and will remain so.", "Kaliningradregionen har naturligtvis varit ett prioriterat område för den nordliga dimensionen och kommer att fortsätta att vara det."
"A reporter of Vpered (Forward), a local daily from Khimki in the Moscow Oblast, was attacked by militsiya officers when he tried to put in his ballot.", "En reporter från Vpered (Framåt), en lokal dagstidning från Chimki i Moskva oblast, anfölls av milisen när han försökte lägga i sin röstsedel."
"This territory is a haven for gansterism, smuggling and money laundering and corrupts the local authorities around the Odessa oblast in Ukraine.", "Detta område är en frizon för gangstervälde, smuggling och pengatvätt och har en korrumperande effekt på de lokala myndigheterna runt Odessa oblast i Ukraina."
"The forthcoming large Northern Dimension environmental partnership projects in the Kaliningrad oblast combine with Tacis projects in the water sector in this same oblast to confirm these premises.", "Detta bekräftas av den nordliga dimensionens kommande stora partnerskapsprojekt om miljön och Tacisprojekten för vatten i Kaliningradregionen."
"These men were convicted in Moscow Oblast, so they should also serve their sentences there, but after their show trial, which I witnessed myself, I do see a connection there.", "Dessa män dömdes i Moskvas omnejd, och ska därför avtjäna sina straff där, men efter den farsartade rättegången mot dem, som jag själv bevittnade, ser jag faktiskt ett samband."
"Obrigado, Mr President-in-Office.", "Obrigado, herr rådsordförande."
"¡Muito obrigado!, Vital.", "¡Muito obrigado! Vital."
"Obrigado.", "Obrigado."
"Obrigado.", "Tack."
"Obstacles preventing women from participating in scientific work still exist today.", "Än idag finns det hinder som gör att kvinnor inte ägnar sig åt vetenskap."
"The final obstacles preventing agreement were removed by the Conciliation Committee on 18 February.", "De sista hindren mot att nå en överenskommelse undanröjdes av förlikningskommittén den 18 februari."
"There are a number of obstacles preventing this.", "Det finns ett antal hinder som står i vägen för detta."
"One of the elements of this strategy is to remove the obstacles preventing the development of short sea shipping.", "En del i denna strategi består i att komma tillrätta med de hinder som ligger i vägen för närsjöfartens utveckling."
"There are two aspects to this issue; firstly, obstacles preventing researchers and teachers and others from moving around at present.", "Aspekten omfattar två delar: för det första de nuvarande hindren för forskarnas och lärarnas rörlighet, etc."
"It had thus deplored the constant political obstacles preventing deployment of an international force to this end.", "Parlamentet har i detta sammanhang beklagat de ständiga politiska hindren för utplaceringen av en internationell styrka i detta syfte."
"It is necessary because excessively high tariffs are raising obstacles preventing the freedom of movement and communication between Europe's citizens.", "Åtgärden behövs därför att alltför höga priser hindrar unionsmedborgarnas rörlighet och kommunikation."
"Our humanitarian workers continue to face countless administrative obstacles preventing them from effectively doing their job.", "Våra biståndsarbetare fortsätter att finna oräkneliga administrativa hinder för att genomföra sitt arbete på ett effektivt sätt."
"The more obstacles there are preventing people from exercising these rights, the greater their determination to exercise them.", "Ju fler hinder det finns för att hindra folk från att utöva dessa rättigheter, desto större blir deras strävan efter att utöva dem."
"In my view, we can help by stating which party is putting up obstacles and preventing the international legal provisions from being fulfilled.", "Ur min synvinkel genom att peka ut den part som förhindrar och hämmar uppfyllandet av den internationella lagligheten."
"I urge the Commission to identify and tackle the obstacles which are preventing the realisation of the single market in this instance.", "Jag uppmanar kommissionen att identifiera och ta itu med hindren för genomförandet av den gemensamma marknaden i detta avseende."
"As you yourselves have already emphasised, there are a whole range of structural obstacles preventing the achievement of a more just society.", "Som ni själva redan har betonat finns det ett stort antal strukturella hinder mot att åstadkomma ett rättvisare samhälle."
"We support the need to ensure protection for workers' spouses in order to remove the obstacles preventing entrepreneurship among women.", "Vi stöder behovet av att garantera skydd för arbetstagares makar för att kunna avlägsna de hinder som förhindrar kvinnor från att bli egenföretagare."
"Mr President, may I start by highlighting our very great concern about the obstacles which are preventing the Maputo agreements from being implemented.", "Herr talman! Får jag börja med att lyfta fram vår mycket stora oro för de hinder som ligger i vägen för genomförandet av Maputoavtalet."
"However, we know that in practice there are still many obstacles preventing citizens from making full use of these rights in the Community.", "Men vi vet att det fortfarande finns många svårigheter i praktiken som hindrar medborgare från att fullständigt utnyttja dessa rättigheter i gemenskapen."
"The absence of a copyright licence in the EU has been one of the obstacles preventing new Web-based music services from reaching their full potential.", "Avsaknaden av en upphovsrättslicens i EU har varit ett av hindren för att de nya webb-baserade musiktjänsterna ska kunna nå sin fulla potential."
"For this reason, I would like the Lisbon Treaty to be adopted, so that any institutional obstacles preventing the formulation of foreign policies can be removed.", "Jag vill därför att Lissabonfördraget ska antas, så att alla institutionella hinder för utformningen av en utrikespolitik kan avlägsnas."
"The Commission has to continue its efforts to eliminate all obstacles preventing companies from reaping the full benefits of the internal market.", "Kommissionen måste fortsätta sina ansträngningar att undanröja alla hinder för företagen så att de kan skörda frukterna av den inre marknadens fördelar."
"We are hoping that by the final October session of the European Council at the latest, the final obstacles will have disappeared preventing the Treaty of Lisbon from coming into force.", "Vi hoppas att de sista hindren för Lissabonfördragets ikraftträdande ska vara undanröjda senast till Europeiska rådets oktobersession."
"The Union should assume its responsibilities at the Rafah border crossing and denounce, if need be publicly, the obstacles preventing it from carrying out its control mission.", "EU bör ta sitt ansvar vid gränsövergången i Rafah och fördöma, offentligt om så behövs, de hinder som gör att EU inte kan utföra sitt kontrolluppdrag."
"The issue of the Christian Occident versus the Islamic orient; religion as the new element which builds entirely new walls.", "Frågan om det kristna västerlandet kontra ett islamiskt land."
"The key year for this undreamt-of opportunity of close political cooperation within the Ancient Occident is the 20the century's miracle year of 1989.", "Nyckelår för den otänkbara möjligheten till nära politiskt samarbete inom forntidens västerland är det tjugonde århundradets underår 1989."
"The second is the EODS, the European Statistics on Occupational Diseases, with 2001 as the reference year.", "Den andra är EODS, som innehåller statistik om yrkessjukdomar under år 2001."
"We could go on like this for a while, including with regard to aspects such as the new occupational diseases.", "Vi skulle kunna hålla på så här ett tag, även med avseende på synpunkter som till exempel de nya arbetssjukdomarna."
"Public opinion tends to take more notice of industrial accidents than of the wide diversity of occupational diseases.", "Den allmänna opinionen är mer benägen att bry sig om arbetsolycksfall än de många olika typerna av arbetssjukdomar."
"Occupational diseases are somewhat neglected.", "Arbetssjukdomarna försummas något."
"Accurate statistics concerning occupational diseases are required in order to maximize policy impact and to protect workers.", "Det krävs exakt statistik om arbetssjukdomar för att maximera den politiska genomslagskraften och skydda arbetstagare."
"Entitles you to receive medical treatment under special conditions reserved for accidents at work and occupational diseases in another EU country.", "Ger dig rätt att på vissa villkor få vård i ett annat EU-land vid arbetsolyckor och arbetssjukdomar."
"The report correctly underlines the health risks and various types of occupational diseases that can be different in men and women.", "I betänkandet framhålls med rätta de hälsorisker och olika typer av yrkessjukdomar som kan vara olika för män och kvinnor."
"According to the International Labour Organisation (2005), each year 159 500 workers die from occupational diseases in the EU.", "Dessutom beräknar Internationella arbetsorganisationen (2005) att arbetsrelaterade sjukdomar varje år kostar 159 500 EU-arbetstagare livet."
"We agree with raising educational and training standards, but regret the fact that legislative benefits for occupational diseases are absent.", "Vi är för höjda utbildnings- och fortbildningsnormer, men beklagar att det saknas lagstadgade förmåner när det gäller arbetssjukdomar."
"More than 160 000 people are killed and some 300 000 incapacitated every year in the EU because of industrial accidents and occupational diseases.", "Varje år dödas över 160 000 personer och ungefär 300 000 blir arbetsoförmögna inom EU på grund av arbetsolycksfall och arbetssjukdomar."
"New occupational diseases, the social sides of competition policy, intervention procedures in the area of the delocalisation of companies; we have been asking for these for some time now.", "Vi vill så snart som möjligt föra upp på agendan de effekter som de sociala och skattemässiga åtgärderna har på gränsöverskridande arbete."
"In the absence of useable data on these chemicals, however, only a tiny proportion of these cancers are recognised as occupational diseases and dealt with as such.", "För det andra måste vi ge alla EU-medborgare och alla arbetare en försäkran om att skadliga ämnen kommer att tas ur cirkulationen och ersättas med säkra produkter."
"In the absence of useable data on these chemicals, however, only a tiny proportion of these cancers are recognised as occupational diseases and dealt with as such.", "I brist på användbara uppgifter om dessa kemikalier kan emellertid endast en liten andel av dessa fall av cancer erkännas som arbetssjukdomar och hanteras som sådana."
"This is truly the only way to achieve the fundamental and ambitious aim, which is a continuous and sustainable reduction in occupational accidents and diseases.", "Det är i själva verket det enda sättet att nå det grundläggande och ambitiösa målet, det vill säga en ständig och hållbar minskning av arbetsolycksfall och arbetssjukdomar."
"This is a scandal, as we know that chemicals cause a third of occupational diseases and a significant proportion of allergies, asthmas, infertility and cancer.", "Detta är en skandal, eftersom vi vet att kemikalier orsakar en tredjedel av alla yrkessjukdomar och en betydande del av alla fall av allergi, astma, infertilitet och cancer."
"Greater attention needs to be given to this kind of research, prioritising prevention above all, for instance in the fields of occupational diseases and safety at work.", "Denna typ av forskning måste uppmärksammas mer och framför allt måste förebyggande åtgärder prioriteras, till exempel i fråga om arbetsskador och säkerhet på arbetsplatsen."
"The European Agency for Safety and Health at Work estimates that every year over 140 000 people in the EU die from occupational diseases and nearly 9 000 die from work-related accidents.", "Europeiska arbetsmiljöbyrån uppskattar att över 140 000 människor dör av arbetssjukdomar inom EU varje år, och nästan 9 000 dör i arbetsrelaterade olyckor."
"New occupational diseases, the social sides of competition policy, intervention procedures in the area of the delocalisation of companies; we have been asking for these for some time now.", "Nya arbetssjukdomar, de sociala aspekterna på konkurrenspolitiken, interventionsmekanismer när det gäller omflyttning av företag; vi har nu bett om detta sedan en tid tillbaka."
